seed,vehicle_count,ttl_seconds,interactions,cache_hits,cache_misses,cache_hit_rate,v2i_queries,v2i_queries_avoided,query_failures,accepted,rejected,anomaly_escalations,stale_trust_acceptances,stale_acceptance_rate,authorization_latency_mean_ms,authorization_latency_p95_ms,messages_total,bytes_total,cache_entries_final,cache_entries_peak,messages_per_interaction,bytes_per_interaction,queries_per_interaction
1003,60,30.0,720,268,452,0.37222222222222223,452,268,0,665,55,19,1,0.001388888888888889,10.637972332612595,23.055857222857412,913,641408,179,179,1.2680555555555555,890.8444444444444,0.6277777777777778
1003,80,0.0,960,0,960,0.0,960,0,0,901,59,16,0,0.0,16.908296425690445,24.17271137790579,1960,1376256,237,237,2.0416666666666665,1433.6,1.0
1003,80,1.0,960,13,947,0.013541666666666667,947,13,0,903,57,14,0,0.0,16.698514039834247,24.17271137790579,1933,1357696,232,232,2.013541666666667,1414.2666666666667,0.9864583333333333
1003,80,2.0,960,39,921,0.040625,921,39,0,879,81,28,0,0.0,16.251543188245655,24.024791516211504,1881,1321088,233,233,1.959375,1376.1333333333334,0.959375
1003,80,5.0,960,72,888,0.075,888,72,0,898,62,16,0,0.0,15.705999470909642,24.006277927979625,1815,1274624,234,234,1.890625,1327.7333333333333,0.925
1003,80,10.0,960,142,818,0.14791666666666667,818,142,0,899,61,20,1,0.0010416666666666667,14.555004125043142,23.908685336698454,1672,1173504,236,236,1.7416666666666667,1222.4,0.8520833333333333
1003,80,30.0,960,304,656,0.31666666666666665,656,304,0,893,67,18,1,0.0010416666666666667,11.6832016855632,23.473952890675058,1339,939520,239,239,1.3947916666666667,978.6666666666666,0.6833333333333333
1003,100,0.0,1200,0,1200,0.0,1200,0,0,1102,98,29,0,0.0,16.938847145789264,24.29348370087041,2453,1721984,292,292,2.0441666666666665,1434.9866666666667,1.0
1003,100,1.0,1200,15,1185,0.0125,1185,15,0,1116,84,15,0,0.0,16.71122577730963,24.29348370087041,2421,1699456,293,293,2.0175,1416.2133333333334,0.9875
1003,100,2.0,1200,27,1173,0.0225,1173,27,0,1107,93,26,0,0.0,16.56824570761184,24.29348370087041,2397,1682560,294,294,1.9975,1402.1333333333334,0.9775
1003,100,5.0,1200,65,1135,0.05416666666666667,1135,65,0,1108,92,29,0,0.0,15.981119158184772,23.933957705740024,2319,1626752,297,297,1.9325,1355.6266666666668,0.9458333333333333
1003,100,10.0,1200,143,1057,0.11916666666666667,1057,143,0,1124,76,17,0,0.0,14.949034255855091,23.916281309985266,2159,1515008,294,294,1.7991666666666666,1262.5066666666667,0.8808333333333334
1003,100,30.0,1200,321,879,0.2675,879,321,0,1121,79,26,1,0.0008333333333333334,12.488470502215971,23.681908944024954,1797,1261952,295,295,1.4975,1051.6266666666668,0.7325
1004,20,0.0,240,0,240,0.0,240,0,0,230,10,4,0,0.0,17.19499610882082,23.9260500231472,491,346112,60,60,2.0458333333333334,1442.1333333333334,1.0
1004,20,1.0,240,12,228,0.05,228,12,0,223,17,6,0,0.0,16.405575578581598,23.9260500231472,466,328064,59,59,1.9416666666666667,1366.9333333333334,0.95
1004,20,2.0,240,29,211,0.12083333333333333,211,29,0,230,10,3,0,0.0,15.243556085244627,23.9260500231472,432,304128,58,58,1.8,1267.2,0.8791666666666667
1004,20,5.0,240,62,178,0.25833333333333336,178,62,0,225,15,3,0,0.0,12.860101117821392,23.639716812235886,366,257664,60,60,1.525,1073.6,0.7416666666666667
1004,20,10.0,240,101,139,0.42083333333333334,139,101,0,230,10,1,0,0.0,9.998357758315867,23.46240645554955,285,200192,59,59,1.1875,834.1333333333333,0.5791666666666667
1004,20,30.0,240,149,91,0.6208333333333333,91,149,0,227,13,4,7,0.029166666666666667,6.5364530290341465,22.082102283015637,187,132096,59,59,0.7791666666666667,550.4,0.37916666666666665
1004,40,0.0,480,0,480,0.0,480,0,0,440,40,11,0,0.0,17.092487966182077,24.582144746915258,979,687872,117,117,2.0395833333333333,1433.0666666666666,1.0
1004,40,1.0,480,8,472,0.016666666666666666,472,8,0,458,22,4,0,0.0,16.826040107011114,24.582144746915258,962,675456,119,119,2.004166666666667,1407.2,0.9833333333333333
1004,40,2.0,480,26,454,0.05416666666666667,454,26,0,435,45,14,0,0.0,16.213832217870383,24.582144746915258,925,649856,117,117,1.9270833333333333,1353.8666666666666,0.9458333333333333
1004,40,5.0,480,75,405,0.15625,405,75,0,441,39,10,0,0.0,14.54549396918998,24.06252345580702,827,580864,118,118,1.7229166666666667,1210.1333333333334,0.84375
1004,40,10.0,480,119,361,0.24791666666666667,361,119,0,440,40,11,3,0.00625,12.982187396413186,23.633465813743896,736,518144,119,119,1.5333333333333334,1079.4666666666667,0.7520833333333333
1004,40,30.0,480,227,253,0.47291666666666665,253,227,0,453,27,8,0,0.0,9.22590225474977,22.798528672946713,518,364672,118,118,1.0791666666666666,759.7333333333333,0.5270833333333333
1004,60,0.0,720,0,720,0.0,720,0,0,675,45,9,0,0.0,17.049756120732386,24.048431915276677,1469,1034624,173,173,2.040277777777778,1436.9777777777779,1.0
1004,60,1.0,720,15,705,0.020833333333333332,705,15,0,685,35,14,0,0.0,16.719264014010943,24.048431915276677,1438,1012352,178,178,1.9972222222222222,1406.0444444444445,0.9791666666666666
1004,60,2.0,720,29,691,0.04027777777777778,691,29,0,671,49,13,0,0.0,16.37131076412748,24.048431915276677,1410,992640,177,177,1.9583333333333333,1378.6666666666667,0.9597222222222223
1004,60,5.0,720,61,659,0.08472222222222223,659,61,0,662,58,15,0,0.0,15.691490108482599,24.048431915276677,1346,947584,176,176,1.8694444444444445,1316.088888888889,0.9152777777777777
1004,60,10.0,720,130,590,0.18055555555555555,590,130,0,674,46,16,1,0.001388888888888889,14.106010753156976,23.627247167871875,1202,844416,178,178,1.6694444444444445,1172.8,0.8194444444444444
1004,60,30.0,720,270,450,0.375,450,270,0,681,39,11,8,0.011111111111111112,10.794982334456622,23.196335224515334,917,644224,178,178,1.273611111111111,894.7555555555556,0.625
1004,80,0.0,960,0,960,0.0,960,0,0,902,58,22,0,0.0,16.947299515077585,24.144385367280563,1960,1378944,235,235,2.0416666666666665,1436.4,1.0
1004,80,1.0,960,20,940,0.020833333333333332,940,20,0,886,74,27,0,0.0,16.647673259075102,24.048431915276677,1918,1350272,237,237,1.9979166666666666,1406.5333333333333,0.9791666666666666
1004,80,2.0,960,32,928,0.03333333333333333,928,32,0,898,62,20,0,0.0,16.41493607795622,23.922701004274135,1893,1332224,235,235,1.971875,1387.7333333333333,0.9666666666666667
1004,80,5.0,960,67,893,0.06979166666666667,893,67,0,897,63,21,0,0.0,15.791934798102034,23.786387224978967,1821,1282432,229,229,1.896875,1335.8666666666666,0.9302083333333333
1004,80,10.0,960,130,830,0.13541666666666666,830,130,0,889,71,22,0,0.0,14.744823553523043,23.67099132354369,1693,1192320,238,238,1.7635416666666666,1242.0,0.8645833333333334
1004,80,30.0,960,309,651,0.321875,651,309,0,905,55,14,2,0.0020833333333333333,11.679666585557971,23.411668552097353,1329,935168,236,236,1.384375,974.1333333333333,0.678125
1004,100,0.0,1200,0,1200,0.0,1200,0,0,1123,77,19,0,0.0,16.97185832641985,24.318723643447978,2451,1726848,297,297,2.0425,1439.04,1.0
1004,100,1.0,1200,17,1183,0.014166666666666666,1183,17,0,1109,91,20,0,0.0,16.741948211927173,24.318723643447978,2417,1702912,298,298,2.0141666666666667,1419.0933333333332,0.9858333333333333
1004,100,2.0,1200,29,1171,0.024166666666666666,1171,29,0,1128,72,22,0,0.0,16.576191862074495,24.318723643447978,2393,1686016,299,299,1.9941666666666666,1405.0133333333333,0.9758333333333333
1004,100,5.0,1200,62,1138,0.051666666666666666,1138,62,0,1115,85,23,0,0.0,16.102153566008084,24.048431915276677,2326,1638400,297,297,1.9383333333333332,1365.3333333333333,0.9483333333333334
1004,100,10.0,1200,134,1066,0.11166666666666666,1066,134,0,1119,81,24,0,0.0,15.055878663503945,23.814160624334587,2177,1533952,296,296,1.8141666666666667,1278.2933333333333,0.8883333333333333
1004,100,30.0,1200,324,876,0.27,876,324,0,1101,99,31,2,0.0016666666666666668,12.46283395828232,23.41074276448296,1787,1258496,293,293,1.4891666666666667,1048.7466666666667,0.73
1005,20,0.0,240,0,240,0.0,240,0,0,219,21,8,0,0.0,16.82636943705992,23.769230923446116,487,340608,59,59,2.029166666666667,1419.2,1.0
1005,20,1.0,240,14,226,0.058333333333333334,226,14,0,224,16,5,0,0.0,15.86156312811848,23.728845006514018,459,320896,58,58,1.9125,1337.0666666666666,0.9416666666666667
1005,20,2.0,240,32,208,0.13333333333333333,208,32,0,221,19,6,0,0.0,14.591995246892687,23.728845006514018,423,295552,59,59,1.7625,1231.4666666666667,0.8666666666666667
1005,20,5.0,240,55,185,0.22916666666666666,185,55,0,228,12,2,0,0.0,12.952002032978974,23.230791030033153,376,262912,59,59,1.5666666666666667,1095.4666666666667,0.7708333333333334
1005,20,10.0,240,91,149,0.37916666666666665,149,91,0,228,12,2,0,0.0,10.614566813144222,23.118209733536332,304,212224,55,55,1.2666666666666666,884.2666666666667,0.6208333333333333
1005,20,30.0,240,146,94,0.6083333333333333,94,146,0,222,18,6,7,0.029166666666666667,6.716905230974744,21.889695534716754,192,133376,58,58,0.8,555.7333333333333,0.39166666666666666
1005,40,0.0,480,0,480,0.0,480,0,0,447,33,7,0,0.0,16.914524245325353,23.848806588432225,975,682368,115,115,2.03125,1421.6,1.0
1005,40,1.0,480,16,464,0.03333333333333333,464,16,0,445,35,19,0,0.0,16.34946797854938,23.848806588432225,942,658688,118,118,1.9625,1372.2666666666667,0.9666666666666667
1005,40,2.0,480,30,450,0.0625,450,30,0,447,33,7,0,0.0,15.874342140144709,23.723999842367856,914,638976,119,119,1.9041666666666666,1331.2,0.9375
1005,40,5.0,480,59,421,0.12291666666666666,421,59,0,448,32,9,0,0.0,14.82283917621243,23.654166911755322,856,598144,118,118,1.7833333333333334,1246.1333333333334,0.8770833333333333
1005,40,10.0,480,124,356,0.25833333333333336,356,124,0,448,32,9,1,0.0020833333333333333,12.578777295911697,23.59302765496025,723,505856,119,119,1.50625,1053.8666666666666,0.7416666666666667
1005,40,30.0,480,223,257,0.46458333333333335,257,223,0,443,37,9,3,0.00625,9.089265494595095,22.241558493326593,523,365952,118,118,1.0895833333333333,762.4,0.5354166666666667
1005,60,0.0,720,0,720,0.0,720,0,0,681,39,16,0,0.0,16.947336032771304,23.788460388941953,1462,1024768,176,176,2.0305555555555554,1423.2888888888888,1.0
1005,60,1.0,720,21,699,0.029166666666666667,699,21,0,668,52,15,0,0.0,16.437726736117142,23.723999842367856,1420,995200,179,179,1.9722222222222223,1382.2222222222222,0.9708333333333333
1005,60,2.0,720,33,687,0.04583333333333333,687,33,0,675,45,11,0,0.0,16.12732090849071,23.70359326713185,1396,978304,175,175,1.9388888888888889,1358.7555555555555,0.9541666666666667
1005,60,5.0,720,68,652,0.09444444444444444,652,68,0,665,55,16,0,0.0,15.33222248898515,23.61626536913235,1325,928768,178,178,1.8402777777777777,1289.9555555555555,0.9055555555555556
1005,60,10.0,720,118,602,0.1638888888888889,602,118,0,668,52,16,0,0.0,14.173527304427495,23.547132002663314,1221,855552,175,175,1.6958333333333333,1188.2666666666667,0.8361111111111111
1005,60,30.0,720,262,458,0.3638888888888889,458,262,0,667,53,17,2,0.002777777777777778,10.843111753673545,23.09030697604193,930,650240,177,177,1.2916666666666667,903.1111111111111,0.6361111111111111
1005,80,0.0,960,0,960,0.0,960,0,0,889,71,18,0,0.0,16.905535697284872,23.896397795650156,1950,1366528,233,233,2.03125,1423.4666666666667,1.0
1005,80,1.0,960,16,944,0.016666666666666666,944,16,0,889,71,27,0,0.0,16.62263167198898,23.875253455801726,1918,1344000,235,235,1.9979166666666666,1400.0,0.9833333333333333
1005,80,2.0,960,22,938,0.022916666666666665,938,22,0,895,65,21,0,0.0,16.49775129395636,23.848806588432225,1905,1335296,234,234,1.984375,1390.9333333333334,0.9770833333333333
1005,80,5.0,960,61,899,0.06354166666666666,899,61,0,886,74,22,0,0.0,15.871283972440596,23.76543241386564,1827,1280384,236,236,1.903125,1333.7333333333333,0.9364583333333333
1005,80,10.0,960,123,837,0.128125,837,123,0,888,72,19,2,0.0020833333333333333,14.802483188376293,23.70359326713185,1700,1191424,239,239,1.7708333333333333,1241.0666666666666,0.871875
1005,80,30.0,960,295,665,0.3072916666666667,665,295,0,887,73,20,1,0.0010416666666666667,11.782034200788214,22.99594143852026,1351,947072,238,238,1.4072916666666666,986.5333333333333,0.6927083333333334
1005,100,0.0,1200,0,1200,0.0,1200,0,0,1127,73,21,0,0.0,16.949418871896494,24.03764497447014,2441,1709952,297,297,2.0341666666666667,1424.96,1.0
1005,100,1.0,1200,15,1185,0.0125,1185,15,0,1114,86,29,0,0.0,16.76909871270224,24.03764497447014,2410,1688576,297,297,2.0083333333333333,1407.1466666666668,0.9875
1005,100,2.0,1200,35,1165,0.029166666666666667,1165,35,0,1129,71,17,0,0.0,16.484276865799437,24.035576505053058,2370,1660416,296,296,1.975,1383.68,0.9708333333333333
1005,100,5.0,1200,78,1122,0.065,1122,78,0,1112,88,37,0,0.0,15.887738713249115,23.97139816066138,2283,1599616,296,296,1.9025,1333.0133333333333,0.935
1005,100,10.0,1200,134,1066,0.11166666666666666,1066,134,0,1118,82,25,1,0.0008333333333333334,15.01871415105039,23.72399984236821,2166,1518592,289,289,1.805,1265.4933333333333,0.8883333333333333
1005,100,30.0,1200,349,851,0.29083333333333333,851,349,0,1126,74,17,3,0.0025,12.059757234907767,23.452074663764222,1728,1211136,294,294,1.44,1009.28,0.7091666666666666
