topology,seed,requested_vehicle_count,observed_vehicle_count,ttl_seconds,interactions,mean_active_vehicles,peak_active_vehicles,cache_hits,cache_misses,cache_hit_rate,v2i_queries,v2i_queries_avoided,query_failures,accepted,rejected,anomaly_escalations,stale_trust_acceptances,stale_acceptance_rate,authorization_latency_mean_ms,authorization_latency_p95_ms,messages_total,messages_per_interaction,bytes_total,bytes_per_interaction,cache_entries_final,cache_entries_peak
smoke,1003,20,20,30.0,1689,17.8,20,1551,138,0.9182948490230906,138,1551,0,1363,326,28,76,0.044997039668442866,1.6369791555675848,15.815715649722149,283,0.167554766133807,198784,117.69330965068087,72,72
smoke,1004,20,20,0.0,1689,17.8,20,0,1689,0.0,1689,0,0,1242,447,26,0,0.0,17.224957796497698,24.693234030543465,3462,2.049733570159858,2436352,1442.4819419775015,73,73
smoke,1004,20,20,1.0,1689,17.8,20,738,951,0.4369449378330373,951,738,0,1242,447,34,1,0.0005920663114268798,9.833155313168135,23.01630564806345,1952,1.1557134399052693,1377792,815.7442273534635,73,73
smoke,1004,20,20,2.0,1689,17.8,20,1007,682,0.596210775606868,682,1007,0,1228,461,52,6,0.003552397868561279,7.068694713365273,22.17302003610548,1397,0.8271166370633511,987520,584.6773238602724,73,73
smoke,1004,20,20,5.0,1689,17.8,20,1295,394,0.7667258732978094,394,1295,0,1259,430,27,10,0.005920663114268798,4.135433292761978,20.158079517570116,806,0.4772054470100651,565632,334.8916518650089,73,73
smoke,1004,20,20,10.0,1689,17.8,20,1434,255,0.8490230905861457,255,1434,0,1276,413,27,30,0.017761989342806393,2.7271350776271666,18.81463393789211,522,0.30905861456483125,364800,215.98579040852576,73,73
smoke,1004,20,20,30.0,1689,17.8,20,1541,148,0.9123741859088218,148,1541,0,1306,383,35,66,0.03907637655417407,1.729760168747633,16.182318136903714,306,0.1811722912966252,212736,125.9538188277087,73,73
smoke,1005,20,20,0.0,1689,17.8,20,0,1689,0.0,1689,0,0,1240,449,33,0,0.0,17.10517457642443,24.570779673791776,3451,2.043220840734162,2435328,1441.8756660746003,68,68
smoke,1005,20,20,1.0,1689,17.8,20,752,937,0.44523386619301364,937,752,0,1238,451,36,1,0.0005920663114268798,9.446968717295542,22.554984660899535,1917,1.1349911190053286,1352704,800.890467732386,68,68
smoke,1005,20,20,2.0,1689,17.8,20,1010,679,0.5979869745411486,679,1010,0,1246,443,37,9,0.0053285968028419185,6.958573444270895,21.780861951685893,1382,0.8182356423919479,972032,575.5074008288929,68,68
smoke,1005,20,20,5.0,1689,17.8,20,1296,393,0.7673179396092362,393,1296,0,1256,433,37,16,0.009473060982830076,4.102452206811768,20.14307361397485,798,0.4724689165186501,559104,331.0266429840142,68,68
smoke,1005,20,20,10.0,1689,17.8,20,1435,254,0.8496151568975725,254,1435,0,1263,426,34,21,0.012433392539964476,2.771865255085626,18.74604960070556,515,0.3049141503848431,363008,214.9248075784488,68,68
smoke,1005,20,20,30.0,1689,17.8,20,1543,146,0.9135583185316756,146,1543,0,1303,386,35,63,0.037300177619893425,1.677330492812509,15.753141884987798,295,0.17465956187092954,208128,123.22557726465364,68,68
smoke,1006,20,20,0.0,1689,17.8,20,0,1689,0.0,1689,0,0,1265,424,27,0,0.0,16.648452140381455,23.954102817005207,3444,2.039076376554174,2430848,1439.223208999408,74,74
smoke,1006,20,20,1.0,1689,17.8,20,787,902,0.4659561870929544,902,787,0,1259,430,41,4,0.002368265245707519,9.136785880097051,22.428308309920904,1835,1.0864416814683244,1292288,765.1201894612196,74,74
smoke,1006,20,20,2.0,1689,17.8,20,1058,631,0.6264061574896388,631,1058,0,1267,422,35,5,0.002960331557134399,6.487607935297374,21.406762788994627,1285,0.7608052101835405,906880,536.9330965068087,74,74
smoke,1006,20,20,5.0,1689,17.8,20,1330,359,0.7874481941977501,359,1330,0,1283,406,25,15,0.008880994671403197,3.8262301657539743,19.820840864360886,729,0.43161634103019536,511872,303.06216696269985,74,74
smoke,1006,20,20,10.0,1689,17.8,20,1449,240,0.8579040852575488,240,1449,0,1287,402,34,29,0.017169923031379514,2.5284385321963367,17.80651194505864,487,0.28833629366489044,342400,202.72350503256365,74,74
smoke,1006,20,20,30.0,1689,17.8,20,1547,142,0.9159265837773831,142,1547,0,1333,356,33,71,0.04203670811130847,1.6158631283618998,15.872778739325353,290,0.17169923031379514,204160,120.87625814091179,74,74
smoke,1007,20,20,0.0,1689,17.8,20,0,1689,0.0,1689,0,0,1285,404,41,0,0.0,16.831270432563976,24.00586903531163,3435,2.0337477797513324,2416896,1430.96269982238,73,73
smoke,1007,20,20,1.0,1689,17.8,20,782,907,0.46299585553582,907,782,0,1292,397,31,2,0.0011841326228537595,9.254582487696364,22.416689994652472,1846,1.0929544108940201,1300480,769.9703966844287,73,73
smoke,1007,20,20,2.0,1689,17.8,20,1049,640,0.6210775606867969,640,1049,0,1294,395,36,3,0.0017761989342806395,6.5557672002505,21.719817243686634,1311,0.7761989342806395,923392,546.7092954410894,73,73
smoke,1007,20,20,5.0,1689,17.8,20,1318,371,0.7803433984606276,371,1318,0,1303,386,35,15,0.008880994671403197,3.940739614809125,20.121503873693314,761,0.45056246299585556,532608,315.3392539964476,73,73
smoke,1007,20,20,10.0,1689,17.8,20,1441,248,0.8531675547661338,248,1441,0,1319,370,37,29,0.017169923031379514,2.6895228330158165,18.87805656351702,503,0.29780935464772057,352768,208.86204854943753,73,73
smoke,1007,20,20,30.0,1689,17.8,20,1546,143,0.9153345174659562,143,1546,0,1360,329,29,63,0.037300177619893425,1.6243011433951977,14.947037505228154,290,0.17169923031379514,204160,120.87625814091179,73,73
smoke,1008,20,20,0.0,1678,17.8,20,0,1678,0.0,1678,0,0,1283,395,46,0,0.0,17.126540522511192,24.557138999314517,3442,2.0512514898688914,2417792,1440.8772348033374,73,73
smoke,1008,20,20,1.0,1678,17.8,20,742,936,0.44219308700834326,936,742,0,1303,375,35,5,0.0029797377830750892,9.400611411226073,22.707539431780777,1911,1.1388557806912991,1348480,803.6233611442193,73,73
smoke,1008,20,20,2.0,1678,17.8,20,1011,667,0.6025029797377831,667,1011,0,1296,382,43,9,0.005363528009535161,6.905772906696527,21.973994082967156,1361,0.8110846245530393,958592,571.2705601907032,73,73
smoke,1008,20,20,5.0,1678,17.8,20,1291,387,0.7693682955899881,387,1291,0,1309,369,37,18,0.010727056019070322,4.224807285610782,21.064441981121362,792,0.4719904648390942,553984,330.1454112038141,73,73
smoke,1008,20,20,10.0,1678,17.8,20,1428,250,0.8510131108462455,250,1428,0,1354,324,29,52,0.03098927294398093,2.7183728839783945,18.53418900160547,509,0.3033373063170441,356992,212.74851013110847,73,73
smoke,1008,20,20,30.0,1678,17.8,20,1534,144,0.9141835518474374,144,1534,0,1395,283,29,98,0.058402860548271755,1.6927637828141373,15.927491195032312,295,0.17580452920143028,208128,124.03337306317044,73,73
smoke,1009,20,20,0.0,1689,17.8,20,0,1689,0.0,1689,0,0,1283,406,33,0,0.0,17.057326492708263,24.04389639328315,3443,2.038484310242747,2425216,1435.8886915334517,73,73
smoke,1009,20,20,1.0,1689,17.8,20,770,919,0.45589105979869743,919,770,0,1270,419,49,4,0.002368265245707519,9.273212353342455,22.32897079553311,1861,1.1018354055654234,1306112,773.3049141503849,73,73
smoke,1009,20,20,2.0,1689,17.8,20,1040,649,0.6157489638839551,649,1040,0,1285,404,37,3,0.0017761989342806395,6.740321767442029,21.655842646644878,1329,0.7868561278863233,934272,553.1509769094139,73,73
smoke,1009,20,20,5.0,1689,17.8,20,1311,378,0.7761989342806395,378,1311,0,1295,394,33,15,0.008880994671403197,4.0354316774590275,20.18057356419547,775,0.45885139135583186,546048,323.2966252220249,73,73
smoke,1009,20,20,10.0,1689,17.8,20,1445,244,0.8555358200118414,244,1445,0,1318,371,33,36,0.021314387211367674,2.6347622359682044,18.979669956632957,503,0.29780935464772057,350080,207.27057430432208,73,73
smoke,1009,20,20,30.0,1689,17.8,20,1544,145,0.9141503848431024,145,1544,0,1320,369,35,39,0.023090586145648313,1.6895694056197317,16.130395482247188,296,0.17525162818235643,208384,123.37714624037892,73,73
smoke,1010,20,20,0.0,1689,17.8,20,0,1689,0.0,1689,0,0,1270,419,26,0,0.0,16.90779008584845,23.81134152778372,3436,2.034339846062759,2418944,1432.1752516281824,72,72
smoke,1010,20,20,1.0,1689,17.8,20,750,939,0.44404973357015987,939,750,0,1268,421,32,1,0.0005920663114268798,9.450915732857455,22.233511180303367,1904,1.1272942569567792,1341312,794.145648312611,72,72
smoke,1010,20,20,2.0,1689,17.8,20,1010,679,0.5979869745411486,679,1010,0,1268,421,33,2,0.0011841326228537595,6.9319583287332085,21.64641553878255,1383,0.8188277087033747,970496,574.5979869745412,72,72
smoke,1010,20,20,5.0,1689,17.8,20,1297,392,0.7679100059206632,392,1297,0,1288,401,32,19,0.011249259917110717,4.112685558571549,19.934247906499536,798,0.4724689165186501,560896,332.08762581409115,72,72
smoke,1010,20,20,10.0,1689,17.8,20,1431,258,0.8472468916518651,258,1431,0,1290,399,46,35,0.020722320899940794,2.7864276142688844,18.637112380842407,532,0.31497927767910006,373632,221.21492007104797,72,72
smoke,1010,20,20,30.0,1689,17.8,20,1535,154,0.9088217880402605,154,1535,0,1340,349,44,84,0.0497335701598579,1.7385859773293961,15.705774725537934,315,0.18650088809946713,221312,131.03137951450563,72,72
smoke,1001,40,40,0.0,3117,32.82105263157895,40,0,3117,0.0,3117,0,0,2382,735,66,0,0.0,16.874421983196083,24.064593470215275,6378,2.046198267564966,4497280,1442.8232274623035,118,118
smoke,1001,40,40,1.0,3117,32.82105263157895,40,1195,1922,0.3833814565287135,1922,1195,0,2391,726,63,4,0.0012832852101379532,10.547452065502872,22.77313283799174,3916,1.2563362207250561,2748800,881.8735964068014,118,118
smoke,1001,40,40,2.0,3117,32.82105263157895,40,1683,1434,0.5399422521655438,1434,1683,0,2391,726,62,9,0.0028873917228103944,7.993585370226731,22.664379369317796,2948,0.9457811998716715,2079872,667.2672441450112,118,118
smoke,1001,40,40,5.0,3117,32.82105263157895,40,2296,821,0.7366057106191851,821,2296,0,2421,696,49,26,0.008341353865896696,4.635623411287003,20.587398325724845,1672,0.5364132178376644,1178880,378.20981713185756,118,118
smoke,1001,40,40,10.0,3117,32.82105263157895,40,2596,521,0.8328521013795316,521,2596,0,2448,669,57,59,0.01892845684953481,3.011054506474741,19.087935217518744,1062,0.34071222329162654,747648,239.8614051973051,118,118
smoke,1001,40,40,30.0,3117,32.82105263157895,40,2837,280,0.9101700352903432,280,2837,0,2581,536,65,201,0.06448508180943215,1.7687917021631103,16.54189912322294,571,0.18318896374719282,402432,129.1087584215592,118,118
smoke,1002,40,40,0.0,3134,33.0,40,0,3134,0.0,3134,0,0,2130,1004,67,0,0.0,17.024265484042584,24.15884285904113,6408,2.0446713465220165,4512128,1439.7345245692406,118,118
smoke,1002,40,40,1.0,3134,33.0,40,1265,1869,0.4036375239310785,1869,1265,0,2117,1017,84,3,0.0009572431397574984,10.31128191058249,23.14883215111276,3812,1.2163369495851946,2677376,854.2999361837907,118,118
smoke,1002,40,40,2.0,3134,33.0,40,1789,1345,0.5708359923420548,1345,1789,0,2146,988,62,11,0.0035098915124441607,7.426865394751581,22.0304055971356,2746,0.8761965539246969,1940352,619.1295469049138,118,118
smoke,1002,40,40,5.0,3134,33.0,40,2348,786,0.7492022973835354,786,2348,0,2160,974,64,29,0.009253350350989151,4.420186382865714,20.272273042678002,1605,0.5121250797702617,1125888,359.24952137843013,118,118
smoke,1002,40,40,10.0,3134,33.0,40,2639,495,0.8420548819400128,495,2639,0,2199,935,60,65,0.020740268028079132,2.8378885308828794,18.458628693075596,1009,0.3219527760051053,710784,226.7977026164646,118,118
smoke,1002,40,40,30.0,3134,33.0,40,2857,277,0.9116145500957243,277,2857,0,2373,761,66,242,0.07721761327377154,1.7683268451118466,16.523997492800458,571,0.18219527760051052,403328,128.69432035737077,118,118
smoke,1003,40,40,0.0,3123,32.88421052631579,40,0,3123,0.0,3123,0,0,2347,776,70,0,0.0,16.815393186922034,24.133276660154472,6366,2.0384245917387127,4473600,1432.4687800192123,117,117
smoke,1003,40,40,1.0,3123,32.88421052631579,40,1346,1777,0.43099583733589497,1777,1346,0,2363,760,54,4,0.001280819724623759,9.67476807092157,22.622631301620892,3631,1.1626641050272175,2557568,818.9458853666347,117,117
smoke,1003,40,40,2.0,3123,32.88421052631579,40,1833,1290,0.5869356388088377,1290,1833,0,2362,761,67,9,0.002881844380403458,7.106393818451785,21.886007834532233,2639,0.8450208133205251,1855616,594.1773935318604,117,117
smoke,1003,40,40,5.0,3123,32.88421052631579,40,2378,745,0.7614473262888248,745,2378,0,2369,754,65,18,0.005763688760806916,4.223011845968619,20.302893637241194,1517,0.4857508805635607,1068416,342.11207172590457,117,117
smoke,1003,40,40,10.0,3123,32.88421052631579,40,2641,482,0.845661223182837,482,2641,0,2383,740,64,24,0.007684918347742555,2.8012075431349053,18.54415088289727,987,0.3160422670509126,695296,222.63720781300032,117,117
smoke,1003,40,40,30.0,3123,32.88421052631579,40,2860,263,0.9157861031059878,263,2860,0,2486,637,57,127,0.040666026256804357,1.6687228298981533,16.029948840365183,537,0.17195004803073968,376704,120.62247838616715,117,117
smoke,1004,40,40,0.0,3133,32.98947368421052,40,0,3133,0.0,3133,0,0,2351,782,63,0,0.0,17.050876061271076,24.39114423690395,6406,2.04468560485158,4509824,1439.4586658155122,113,113
smoke,1004,40,40,1.0,3133,32.98947368421052,40,1266,1867,0.4040855410150016,1867,1266,0,2353,780,67,5,0.0015959144589849984,10.299327633624008,23.083967601792207,3820,1.219278646664539,2693760,859.8021066070859,113,113
smoke,1004,40,40,2.0,3133,32.98947368421052,40,1780,1353,0.5681455473986594,1353,1780,1,2364,769,63,13,0.004149377593360996,7.513182969221529,22.281267738360455,2772,0.8847749760612831,1958656,625.1694861155443,113,113
smoke,1004,40,40,5.0,3133,32.98947368421052,40,2361,772,0.7535908075327162,772,2361,0,2380,753,55,19,0.006064474944142994,4.3582691796133375,20.341080099620957,1573,0.5020746887966805,1107840,353.6035748483881,113,113
smoke,1004,40,40,10.0,3133,32.98947368421052,40,2642,491,0.8432812001276732,491,2642,0,2401,732,60,42,0.013405681455473986,2.850929659205454,19.00227715140943,1005,0.3207788062559847,705280,225.11330992658793,113,113
smoke,1004,40,40,30.0,3133,32.98947368421052,40,2865,268,0.9144589849984041,268,2865,0,2553,580,64,209,0.06670922438557293,1.6956273136019744,16.34466503434595,552,0.17618895627194384,386816,123.46504947334823,113,113
smoke,1005,40,40,0.0,3146,33.126315789473686,40,0,3146,0.0,3146,0,0,2281,865,52,0,0.0,16.936399574818765,24.567427353195725,6426,2.0425937698664973,4531968,1440.5492689129053,116,116
smoke,1005,40,40,1.0,3146,33.126315789473686,40,1234,1912,0.3922441195168468,1912,1234,1,2283,863,55,4,0.0012714558169103624,10.387753424902089,22.73041355912113,3906,1.2415766052129689,2752512,874.9243483788938,116,116
smoke,1005,40,40,2.0,3146,33.126315789473686,40,1770,1376,0.5626191989828353,1376,1770,0,2277,869,76,9,0.002860775588048315,7.56149890726426,22.004560403871665,2795,0.8884297520661157,1966336,625.0273363000636,116,116
smoke,1005,40,40,5.0,3146,33.126315789473686,40,2336,810,0.7425301970756516,810,2336,0,2295,851,73,24,0.007628734901462174,4.528015162716406,20.477481530619457,1649,0.5241576605212969,1159552,368.5797838525111,116,116
smoke,1005,40,40,10.0,3146,33.126315789473686,40,2639,507,0.8388429752066116,507,2639,0,2328,818,54,47,0.014939605848696759,2.94413942395734,19.02497070467879,1038,0.32994278448823905,730752,232.27972027972027,116,116
smoke,1005,40,40,30.0,3146,33.126315789473686,40,2883,263,0.9164017800381437,263,2883,0,2471,675,54,190,0.06039415130324221,1.671778867880885,16.276477682207968,538,0.17101080737444374,380544,120.96122059758423,116,116
smoke,1006,40,40,0.0,3135,33.01052631578948,40,0,3135,0.0,3135,0,0,2205,930,60,0,0.0,16.68567385593004,23.933260709540598,6394,2.039553429027113,4503168,1436.4172248803827,115,115
smoke,1006,40,40,1.0,3135,33.01052631578948,40,1357,1778,0.4328548644338118,1778,1357,0,2182,953,83,6,0.0019138755980861245,9.724053680782102,22.66660842777526,3626,1.1566188197767144,2554496,814.831259968102,115,115
smoke,1006,40,40,2.0,3135,33.01052631578948,40,1876,1259,0.5984051036682616,1259,1876,0,2203,932,65,10,0.003189792663476874,6.964306863185216,21.98241951387913,2567,0.8188197767145136,1812992,578.3068580542265,115,115
smoke,1006,40,40,5.0,3135,33.01052631578948,40,2410,725,0.7687400318979266,725,2410,0,2232,903,68,29,0.009250398724082934,4.1173558705221405,20.04519066864603,1480,0.47208931419457734,1041920,332.35087719298247,115,115
smoke,1006,40,40,10.0,3135,33.01052631578948,40,2670,465,0.8516746411483254,465,2670,0,2271,864,60,75,0.023923444976076555,2.655255294703183,18.103564268186286,947,0.30207336523126,665344,212.23094098883573,115,115
smoke,1006,40,40,30.0,3135,33.01052631578948,40,2893,242,0.9228070175438596,242,2893,0,2392,743,50,186,0.05933014354066986,1.5345571896368106,15.346330432861405,491,0.15661881977671452,346112,110.40255183413078,115,115
smoke,1007,40,40,0.0,3123,32.88421052631579,40,0,3123,0.0,3123,0,0,2363,760,68,0,0.0,16.859198371939762,24.280339545737917,6355,2.0349023374959976,4468992,1430.9932756964458,117,117
smoke,1007,40,40,1.0,3123,32.88421052631579,40,1343,1780,0.43003522254242715,1780,1343,0,2372,751,64,7,0.002241434518091579,9.781045355261217,22.774235319069717,3617,1.1581812359910342,2547712,815.7899455651617,117,117
smoke,1007,40,40,2.0,3123,32.88421052631579,40,1859,1264,0.5952609670188921,1264,1859,0,2370,753,69,8,0.002561639449247518,6.972885173853953,22.00184702243177,2582,0.8267691322446366,1815936,581.4716618635927,117,117
smoke,1007,40,40,5.0,3123,32.88421052631579,40,2395,728,0.7668908101184758,728,2395,0,2401,722,59,32,0.010246557796990073,4.112837481976521,20.163375987637256,1491,0.47742555235350626,1046528,335.1034261927634,117,117
smoke,1007,40,40,10.0,3123,32.88421052631579,40,2651,472,0.8488632724943964,472,2651,0,2429,694,73,68,0.021773935318603905,2.760258855336003,18.72217066823366,956,0.30611591418507844,672128,215.21869996797952,117,117
smoke,1007,40,40,30.0,3123,32.88421052631579,40,2868,255,0.9183477425552353,255,2868,0,2557,566,59,191,0.061159141850784506,1.5922475192154961,15.247795751716604,517,0.16554594940762088,364416,116.68780019212296,117,117
smoke,1008,40,40,0.0,3115,32.85263157894737,40,0,3115,0.0,3115,0,0,2388,727,74,0,0.0,16.949749870546075,24.2357475276826,6378,2.0475120385232746,4487424,1440.5855537720706,118,118
smoke,1008,40,40,1.0,3115,32.85263157894737,40,1285,1830,0.41252006420545745,1830,1285,0,2397,718,71,4,0.0012841091492776886,9.981997849789979,22.825751650282196,3726,1.196147672552167,2625792,842.9508828250401,118,118
smoke,1008,40,40,2.0,3115,32.85263157894737,40,1797,1318,0.5768860353130016,1318,1797,0,2398,717,64,6,0.0019261637239165329,7.342491246452254,22.137370596173152,2693,0.8645264847512039,1898112,609.345746388443,118,118
smoke,1008,40,40,5.0,3115,32.85263157894737,40,2344,771,0.7524879614767255,771,2344,0,2407,708,72,18,0.005778491171749599,4.464359819136523,20.94754326655774,1576,0.5059390048154093,1105024,354.74285714285713,118,118
smoke,1008,40,40,10.0,3115,32.85263157894737,40,2623,492,0.8420545746388443,492,2623,0,2450,665,61,49,0.015730337078651686,2.8767442895312976,18.777027572970415,1000,0.32102728731942215,702208,225.4279293739968,118,118
smoke,1008,40,40,30.0,3115,32.85263157894737,40,2855,260,0.9165329052969502,260,2855,0,2581,534,51,176,0.0565008025682183,1.6649642340065804,15.848263380804879,530,0.17014446227929375,374016,120.069341894061,118,118
smoke,1009,40,40,0.0,3143,33.09473684210526,40,0,3143,0.0,3143,0,0,2346,797,57,0,0.0,16.93363601936822,24.036113672191206,6408,2.038816417435571,4507648,1434.186446070633,116,116
smoke,1009,40,40,1.0,3143,33.09473684210526,40,1344,1799,0.42761692650334077,1799,1344,0,2338,805,70,5,0.001590836780146357,9.716045792241983,22.825463712308647,3664,1.1657651924912504,2579456,820.6986955138403,116,116
smoke,1009,40,40,2.0,3143,33.09473684210526,40,1865,1278,0.5933821189945911,1278,1865,0,2331,812,78,3,0.0009545020680878142,7.073116807353817,21.893030779528996,2614,0.8316894686605154,1841152,585.7944638880051,116,116
smoke,1009,40,40,5.0,3143,33.09473684210526,40,2403,740,0.7645561565383392,740,2403,0,2356,787,69,23,0.007317849188673242,4.225416910218879,20.495148968308285,1513,0.4813872096722876,1063808,338.46897868278717,116,116
smoke,1009,40,40,10.0,3143,33.09473684210526,40,2677,466,0.8517340120903595,466,2677,0,2387,756,61,50,0.01590836780146357,2.7033641999201232,18.719215520826864,952,0.3028953229398664,665728,211.81291759465478,116,116
smoke,1009,40,40,30.0,3143,33.09473684210526,40,2884,259,0.9175946547884187,259,2884,0,2529,614,63,188,0.059815462933503025,1.6286706781408098,15.732268230793483,527,0.16767419662742603,370560,117.9000954502068,116,116
smoke,1010,40,40,0.0,3113,32.77894736842105,40,0,3113,0.0,3113,0,0,2426,687,70,0,0.0,16.805125995934233,23.858258202963604,6347,2.03886925795053,4466944,1434.932219723739,118,118
smoke,1010,40,40,1.0,3113,32.77894736842105,40,1291,1822,0.41471249598458076,1822,1291,0,2430,683,71,4,0.00128493414712496,9.980633758717515,22.481578015174353,3713,1.192740122068744,2616192,840.4086090587857,118,118
smoke,1010,40,40,2.0,3113,32.77894736842105,40,1801,1312,0.5785415997430132,1312,1801,0,2444,669,63,8,0.00256986829424992,7.300737000225276,21.89830768064453,2685,0.8625120462576293,1889792,607.0645679408931,118,118
smoke,1010,40,40,5.0,3113,32.77894736842105,40,2336,777,0.7504015419209765,777,2336,0,2458,655,63,26,0.008352071956312239,4.4339088979989425,20.466764563857964,1586,0.5094763893350466,1114752,358.0957275939608,118,118
smoke,1010,40,40,10.0,3113,32.77894736842105,40,2625,488,0.8432380340507549,488,2625,0,2471,642,56,34,0.01092194025056216,2.8632237232528004,18.76148890113569,997,0.3202698361708962,700544,225.03822679087696,118,118
smoke,1010,40,40,30.0,3113,32.77894736842105,40,2859,254,0.918406681657565,254,2859,0,2582,531,53,142,0.04561516222293607,1.609132449399665,15.649042202866779,518,0.1663989720526823,364672,117.14487632508833,118,118
smoke,1001,60,60,0.0,4167,43.873684210526314,60,0,4167,0.0,4167,0,0,3225,942,81,0,0.0,16.89901024571541,24.171062518428954,8518,2.0441564674826016,6005632,1441.2363810895129,179,179
smoke,1001,60,60,1.0,4167,43.873684210526314,60,1573,2594,0.37748980081593475,2594,1573,0,3231,936,81,7,0.00167986561075114,10.623516567729837,23.025239030267386,5287,1.2687784977201824,3714432,891.3923686105112,179,179
smoke,1001,60,60,2.0,4167,43.873684210526314,60,2255,1912,0.5411567074634029,1912,2255,0,3233,934,89,13,0.0031197504199664025,7.949464899336605,22.553472429922646,3920,0.9407247420206384,2763264,663.130309575234,179,179
smoke,1001,60,60,5.0,4167,43.873684210526314,60,3037,1130,0.7288216942644589,1130,3037,0,3258,909,87,39,0.009359251259899209,4.765703862974292,20.699902239022094,2301,0.5521958243340532,1623040,389.49844012479,179,179
smoke,1001,60,60,10.0,4167,43.873684210526314,60,3450,717,0.827933765298776,717,3450,0,3290,877,82,67,0.016078713702903768,3.098479415652016,19.313741772373124,1463,0.35109191264698825,1030400,247.2762179025678,179,179
smoke,1001,60,60,30.0,4167,43.873684210526314,60,3778,389,0.9066474682025438,389,3778,0,3494,673,91,276,0.06623470122390208,1.8359733002496754,16.764709284774426,792,0.1900647948164147,557568,133.80561555075593,179,179
