topology,requested_vehicle_count,ttl_seconds,seed,observed_vehicle_count,interactions,mean_active_vehicles,peak_active_vehicles,cache_hits,cache_misses,cache_hit_rate,v2i_queries,v2i_queries_avoided,query_failures,accepted,rejected,anomaly_escalations,stale_trust_acceptances,stale_acceptance_rate,authorization_latency_mean_ms,authorization_latency_p95_ms,messages_total,messages_per_interaction,bytes_total,bytes_per_interaction,cache_entries_final,cache_entries_peak
grid,80,1.0,1005.5,80.0,6217.4,65.65473684210527,80.0,2445.1,3772.3,0.3932846370859718,3772.3,2445.1,0.2,4569.7,1647.7,129.1,11.8,0.0018986600964434898,10.374986944986272,22.965098844872802,7696.8,1.2379056730868983,5420160.0,871.7462586666476,1129.1,1129.1
grid,80,2.0,1005.5,80.0,6217.4,65.65473684210527,80.0,3248.3,2969.1,0.5224636602936952,2969.1,3248.3,0.1,4579.0,1638.4,126.2,24.5,0.00394113536705829,8.234548455148904,22.42622570632957,6065.6,0.9755623565746143,4271884.8,687.0705672838981,1129.1,1129.1
grid,80,5.0,1005.5,80.0,6217.4,65.65473684210527,80.0,4073.8,2143.6,0.6552289338992086,2143.6,4073.8,0.1,4600.3,1617.1,129.3,48.5,0.007799480073102839,6.007136175249689,21.51792515927077,4371.9,0.7031642468418001,3077145.6,494.9199065147903,1129.1,1129.1
grid,80,10.0,1005.5,80.0,6217.4,65.65473684210527,80.0,4477.0,1740.4,0.7200747061497896,1740.4,4477.0,0.0,4649.3,1568.1,121.7,89.6,0.014413566549064023,4.912693604804227,20.762440275034542,3550.5,0.571062083268915,2498521.6,401.8621955395692,1129.2,1129.2
grid,80,30.0,1005.5,80.0,6217.4,65.65473684210527,80.0,4822.1,1395.3,0.7755647913870025,1395.3,4822.1,0.0,4846.2,1371.2,122.7,290.8,0.04677135581483291,4.00975539208292,20.227891582434516,2848.5,0.4581818645061243,2006195.2,322.6964653932934,1129.2,1129.2
grid,100,0.0,1005.5,100.0,7677.8,81.01157894736842,100.0,0.0,7677.8,0.0,7677.8,0.0,0.0,5678.2,1999.6,153.4,0.0,0.0,16.931682503211647,24.198807075465304,15680.4,2.042301683279425,11037747.2,1437.6157927725471,1710.4,1710.4
grid,100,1.0,1005.5,100.0,7677.8,81.01157894736842,100.0,2835.2,4842.6,0.36928915329930395,4842.6,2835.2,0.2,5688.9,1988.9,149.9,10.9,0.00142014499424206,10.765760994842045,23.064001263249043,9879.7,1.28674732232157,6958489.6,906.2847120578444,1710.2,1710.2
grid,100,2.0,1005.5,100.0,7677.8,81.01157894736842,100.0,3758.8,3919.0,0.48957782298077046,3919.0,3758.8,0.1,5698.8,1979.0,158.5,25.5,0.0033211792656077195,8.780675854785443,22.60306210710219,8002.0,1.042206711924091,5634035.2,733.7956722024759,1710.4,1710.4
grid,100,5.0,1005.5,100.0,7677.8,81.01157894736842,100.0,4738.3,2939.5,0.6171507985258712,2939.5,4738.3,0.2,5726.8,1951.0,156.5,55.9,0.007281398797391469,6.640437788937454,21.809603122860178,5999.5,0.7813901561290623,4222796.8,549.9886084516756,1710.4,1710.4
grid,100,10.0,1005.5,100.0,7677.8,81.01157894736842,100.0,5221.7,2456.1,0.6800990920079499,2456.1,5221.7,0.0,5783.5,1894.3,159.3,109.4,0.01424432047848112,5.5755796564079585,21.226589640547054,5011.4,0.652720368365437,3526860.8,459.3635671544351,1710.4,1710.4
grid,100,30.0,1005.5,100.0,7677.8,81.01157894736842,100.0,5639.8,2038.0,0.7345513008592395,2038.0,5639.8,0.0,6003.4,1674.4,154.3,329.9,0.04296523754884539,4.6897075660320695,20.716164614059483,4160.6,0.5419140534390564,2930316.8,381.67013913790487,1710.4,1710.4
intersection,20,0.0,1005.5,20.0,1453.0,15.625263157894736,20.0,0.0,1453.0,0.0,1453.0,0.0,0.0,1107.9,345.1,29.0,0.0,0.0,16.968510083194655,24.200308052910646,2968.1,2.0426849258022783,2090035.2,1438.3744057343843,154.1,154.1
intersection,20,1.0,1005.5,20.0,1453.0,15.625263157894736,20.0,653.7,799.3,0.44999030303383547,799.3,653.7,0.0,1111.9,341.1,28.3,1.6,0.00110268222979859,9.420401364318852,22.5694894731653,1628.8,1.1207670981883568,1147392.0,789.5127710399752,154.1,154.1
intersection,20,2.0,1005.5,20.0,1453.0,15.625263157894736,20.0,858.7,594.3,0.5910463340634216,594.3,858.7,0.0,1113.6,339.4,26.6,3.8,0.00261565570063443,7.077745737010977,21.88190404765722,1215.1,0.8361535444278688,856192.0,589.1641610818383,154.1,154.1
intersection,20,5.0,1005.5,20.0,1453.0,15.625263157894736,20.0,1069.6,383.4,0.7361819165081227,383.4,1069.6,0.0,1120.6,332.4,29.0,11.4,0.00785202991951423,4.667339583041045,20.718527015412835,782.5,0.5384672116158484,549580.8,378.1827017578577,154.1,154.1
intersection,20,10.0,1005.5,20.0,1453.0,15.625263157894736,20.0,1161.8,291.2,0.799539232586865,291.2,1161.8,0.0,1128.4,324.6,27.5,19.4,0.01336406573008193,3.561327809694889,19.65125130601361,594.1,0.40898837603066207,417305.6,287.25888937059693,154.1,154.1
intersection,20,30.0,1005.5,20.0,1453.0,15.625263157894736,20.0,1239.3,213.7,0.8528349367000757,213.7,1239.3,0.0,1163.9,289.1,28.8,56.3,0.03874099630186464,2.7223137011069714,18.700070979152333,436.1,0.30031799301952183,307238.4,211.57067983354804,154.1,154.1
intersection,40,0.0,1005.5,40.0,3034.1,32.07578947368421,40.0,0.0,3034.1,0.0,3034.1,0.0,0.0,2190.3,843.8,59.3,0.0,0.0,16.896178266184847,24.180541998328927,6195.8,2.042038038462162,4361395.2,1437.4350713358451,464.6,464.6
intersection,40,1.0,1005.5,40.0,3034.1,32.07578947368421,40.0,1210.5,1823.6,0.399049532254014,1823.6,1210.5,0.1,2195.1,839.0,61.6,5.6,0.0018499069177795203,10.276628119563407,22.852270173696628,3718.7,1.2254597451132372,2618099.2,862.7706421853505,464.5,464.5
intersection,40,2.0,1005.5,40.0,3034.1,32.07578947368421,40.0,1616.0,1418.1,0.5326913040576554,1418.1,1616.0,0.1,2201.2,832.9,61.4,12.3,0.00405868373214414,8.072364263230599,22.340850041597818,2897.8,0.9549216106111069,2042112.0,672.9509029716455,464.6,464.6
intersection,40,5.0,1005.5,40.0,3034.1,32.07578947368421,40.0,2048.6,985.5,0.6752309283209008,985.5,2048.6,0.0,2223.5,810.6,58.4,32.5,0.01072613562346393,5.67376187777379,21.296382252406683,2011.4,0.6628541456911881,1414950.4,466.29623778618895,464.6,464.6
intersection,40,10.0,1005.5,40.0,3034.1,32.07578947368421,40.0,2254.5,779.6,0.7430674983265672,779.6,2254.5,0.0,2239.1,795.0,63.0,52.0,0.01714788699450583,4.518282967421809,20.56435663211362,1591.1,0.5243786134601731,1119731.2,369.0260074260435,464.6,464.6
intersection,40,30.0,1005.5,40.0,3034.1,32.07578947368421,40.0,2436.4,597.7,0.8029883825063127,597.7,2436.4,0.0,2362.5,671.6,57.5,171.7,0.0566376638735512,3.548142154197895,19.774296371819723,1220.0,0.4021290165326968,859148.8,283.18324348467024,464.6,464.6
intersection,60,0.0,1005.5,60.0,4535.6,47.834736842105265,60.0,0.0,4535.6,0.0,4535.6,0.0,0.0,3242.1,1293.5,87.6,0.0,0.0,16.91536339205219,24.153775723978136,9262.8,2.0422387939720577,6520742.4,1437.667586589027,927.5,927.5
intersection,60,1.0,1005.5,60.0,4535.6,47.834736842105265,60.0,1626.4,2909.2,0.35864868431984587,2909.2,1626.4,0.2,3254.2,1281.4,83.4,9.8,0.00216431678466737,10.95063352394102,23.10472296972701,5936.5,1.3087300991893858,4179609.6,921.4184531563044,927.3,927.3
intersection,60,2.0,1005.5,60.0,4535.6,47.834736842105265,60.0,2203.0,2332.6,0.4857697443650137,2332.6,2203.0,0.1,3261.2,1274.4,88.3,19.2,0.00423513515076032,8.840494654029875,22.58963373344631,4764.4,1.0503383807984554,3356467.2,739.957042447337,927.5,927.5
intersection,60,5.0,1005.5,60.0,4535.6,47.834736842105265,60.0,2825.1,1710.5,0.6228877268590388,1710.5,2825.1,0.1,3290.9,1244.7,88.1,48.0,0.010583403048794269,6.54924507746542,21.736443910003622,3490.0,0.7694345450484408,2455974.4,541.4659829334794,927.5,927.5
intersection,60,10.0,1005.5,60.0,4535.6,47.834736842105265,60.0,3135.0,1400.6,0.6911850107824311,1400.6,3135.0,0.0,3315.8,1219.8,94.0,76.4,0.01684629133675527,5.384229208406588,21.055940261979572,2856.7,0.6298657435307401,2010624.0,443.31525318303954,927.5,927.5
intersection,60,30.0,1005.5,60.0,4535.6,47.834736842105265,60.0,3412.7,1122.9,0.7523975414491603,1122.9,3412.7,0.0,3487.4,1048.2,90.5,247.3,0.05454933288761621,4.395262288569411,20.505065334329494,2291.9,0.505371420158583,1614169.6,355.92778835554884,927.5,927.5
intersection,80,0.0,1005.5,80.0,5835.4,61.49473684210526,80.0,0.0,5835.4,0.0,5835.4,0.0,0.0,4188.3,1647.1,119.4,0.0,0.0,16.917746599316825,24.17548011807794,11918.6,2.042461264274553,8389081.6,1437.6102856188243,1307.8,1307.8
intersection,80,1.0,1005.5,80.0,5835.4,61.49473684210526,80.0,2008.9,3826.5,0.34427457859147126,3826.5,2008.9,0.2,4201.7,1633.7,118.8,12.0,0.00205639361729242,11.192826730645425,23.16360085905213,7807.3,1.3378898002718163,5498086.4,942.1759855274319,1307.7,1307.7
intersection,80,2.0,1005.5,80.0,5835.4,61.49473684210526,80.0,2748.6,3086.8,0.47101933009236696,3086.8,2748.6,0.1,4214.2,1621.2,117.0,20.7,0.00354438806763475,9.09073795695923,22.685505659853824,6306.8,1.0807917051429112,4441241.6,761.0939139119048,1307.7,1307.7
intersection,80,5.0,1005.5,80.0,5835.4,61.49473684210526,80.0,3543.4,2292.0,0.6072007189893122,2292.0,3543.4,0.1,4251.1,1584.3,114.6,55.8,0.00955757339176413,6.811959456459794,21.885084364359617,4676.2,0.8013957815712981,3291417.6,564.0758830579574,1307.8,1307.8
intersection,80,10.0,1005.5,80.0,5835.4,61.49473684210526,80.0,3936.3,1899.1,0.6745259255899438,1899.1,3936.3,0.0,4289.2,1546.2,113.6,97.8,0.01675503204309818,5.669656758633035,21.255769225662355,3874.5,0.6640218960076113,2726886.4,467.3407762382438,1307.8,1307.8
intersection,80,30.0,1005.5,80.0,5835.4,61.49473684210526,80.0,4285.2,1550.2,0.7343075549226887,1550.2,4285.2,0.0,4498.7,1336.7,117.2,306.4,0.052504208530990436,4.700433697594729,20.754149460962633,3163.9,0.5422703888695266,2228416.0,381.9350692257767,1307.8,1307.8
intersection,100,0.0,1005.5,100.0,6968.6,73.41894736842104,100.0,0.0,6968.6,0.0,6968.6,0.0,0.0,5015.4,1953.2,137.6,0.0,0.0,16.929065522016383,24.184936933982467,14232.8,2.0424178698610573,10020070.4,1437.8833828558636,1535.2,1535.2
intersection,100,1.0,1005.5,100.0,6968.6,73.41894736842104,100.0,2433.6,4535.0,0.3492400993179726,4535.0,2433.6,0.2,5027.3,1941.3,141.1,13.0,0.00186614841761225,11.1045376483598,23.150735198453056,9253.5,1.327850199386892,6516569.6,935.1082942135079,1535.2,1535.2
intersection,100,2.0,1005.5,100.0,6968.6,73.41894736842104,100.0,3335.7,3632.9,0.4786805371403998,3632.9,3335.7,0.1,5035.8,1932.8,140.5,23.8,0.0034142833863194297,8.963197862565261,22.64881609536685,7418.8,1.0645981065921304,5223462.4,749.5682309602248,1535.1,1535.1
intersection,100,5.0,1005.5,100.0,6968.6,73.41894736842104,100.0,4286.4,2682.2,0.615087483641368,2682.2,4286.4,0.2,5079.5,1889.1,135.8,62.2,0.00892291562310866,6.67974426334913,21.84879676222696,5473.9,0.7855358536462889,3853491.2,552.9993025405458,1535.1,1535.1
intersection,100,10.0,1005.5,100.0,6968.6,73.41894736842104,100.0,4750.3,2218.3,0.6816520790291174,2218.3,4750.3,0.0,5139.2,1829.4,134.3,118.7,0.01703394994318648,5.544679831608796,21.184960347232767,4526.3,0.6495646435371538,3185305.6,457.12014018246447,1535.2,1535.2
intersection,100,30.0,1005.5,100.0,6968.6,73.41894736842104,100.0,5145.9,1822.7,0.7384038467870884,1822.7,5145.9,0.0,5363.1,1605.5,136.6,346.6,0.04972977082384612,4.6239698673280945,20.67993891955131,3720.0,0.5338989473133824,2620403.2,376.0831828035068,1535.2,1535.2
smoke,20,0.0,1005.5,20.0,1687.9,17.8,20.0,0.0,1687.9,0.0,1687.9,0.0,0.0,1260.8,427.1,34.2,0.0,0.0,16.965183631804962,24.192379861897614,3446.8,2.0420700868199266,2426995.2,1437.8805002713343,72.5,72.5
smoke,20,1.0,1005.5,20.0,1687.9,17.8,20.0,758.5,929.4,0.4493702856102481,929.4,758.5,0.0,1262.2,425.7,35.7,2.4,0.00142289977001853,9.427946653856905,22.537598621189368,1893.3,1.1217008533799646,1333376.0,789.9703882162573,72.5,72.5
smoke,20,2.0,1005.5,20.0,1687.9,17.8,20.0,1025.6,662.3,0.6076156028879287,662.3,1025.6,0.0,1262.7,425.2,39.0,5.6,0.0033190644646597907,6.8135739485489974,21.828422962229304,1353.9,0.8021268165109582,953638.4,564.9892229817701,72.5,72.5
smoke,20,5.0,1005.5,20.0,1687.9,17.8,20.0,1304.4,383.5,0.7727923653790107,383.5,1304.4,0.0,1278.4,409.5,32.3,15.7,0.0093024273307406,4.058821378599366,20.207274118200118,783.1,0.46395452309729013,550092.8,325.90642981191485,72.5,72.5
